date,feature_id,feature_name,active_users,new_users,retention_rate,engagement_score,completion_rate,user_segment
2025-01-02,FEAT_009,Integration,336,33,89.2,3.3,81.7,Enterprise
2025-01-02,FEAT_009,Integration,603,83,90.3,4.2,67.2,Trial
2025-01-02,FEAT_010,Search,2731,270,82.8,3.9,86.7,Free
2025-01-02,FEAT_010,Search,197,13,72.6,3.7,85.7,Pro
2025-01-02,FEAT_010,Search,774,108,77.3,4.5,86.2,Enterprise
2025-01-02,FEAT_010,Search,76,4,73.6,3.0,65.1,Trial
2025-02-02,FEAT_001,Dashboard,1255,182,79.6,4.8,61.3,Free
2025-02-02,FEAT_001,Dashboard,1171,105,84.3,3.3,78.7,Pro
2025-02-02,FEAT_001,Dashboard,810,65,88.4,3.9,75.7,Enterprise
2025-02-02,FEAT_001,Dashboard,356,22,86.8,3.9,75.6,Trial
2025-02-02,FEAT_002,Analytics,240,25,89.0,4.6,88.6,Free
2025-02-02,FEAT_002,Analytics,1199,121,78.1,4.4,71.5,Pro
2025-02-02,FEAT_002,Analytics,971,100,93.0,3.5,67.3,Enterprise
2025-02-02,FEAT_002,Analytics,424,56,94.8,4.6,78.0,Trial
2025-02-02,FEAT_003,Reporting,1848,136,89.2,3.3,72.6,Free
2025-02-02,FEAT_003,Reporting,576,62,88.6,4.6,84.2,Pro
2025-02-02,FEAT_003,Reporting,732,73,93.8,4.3,82.4,Enterprise
2025-02-02,FEAT_003,Reporting,287,32,88.3,3.8,79.6,Trial
2025-02-02,FEAT_004,API Access,420,30,76.1,4.4,73.2,Free
2025-02-02,FEAT_004,API Access,1360,121,92.7,3.3,88.1,Pro
2025-02-02,FEAT_004,API Access,872,108,85.0,4.2,83.1,Enterprise
2025-02-02,FEAT_004,API Access,207,21,82.5,3.6,71.5,Trial
2025-02-02,FEAT_005,Mobile App,3234,309,72.7,3.8,71.6,Free
2025-02-02,FEAT_005,Mobile App,103,13,92.5,3.1,66.3,Pro
2025-02-02,FEAT_005,Mobile App,469,51,77.2,3.9,88.0,Enterprise
2025-02-02,FEAT_005,Mobile App,560,76,85.9,3.4,74.1,Trial
2025-02-02,FEAT_006,Notifications,3204,329,75.3,4.7,60.5,Free
2025-02-02,FEAT_006,Notifications,1253,131,93.2,4.0,82.9,Pro
2025-02-02,FEAT_006,Notifications,811,76,71.6,4.1,76.6,Enterprise
2025-02-02,FEAT_006,Notifications,647,65,90.7,3.0,79.3,Trial
2025-02-02,FEAT_007,Collaboration,3031,169,75.5,4.3,86.4,Free
2025-02-02,FEAT_007,Collaboration,1515,108,72.7,3.5,65.0,Pro
2025-02-02,FEAT_007,Collaboration,361,39,80.5,4.6,79.6,Enterprise
2025-02-02,FEAT_007,Collaboration,247,15,80.4,3.0,63.7,Trial
2025-02-02,FEAT_008,Export,2168,267,70.2,3.3,88.4,Free
2025-02-02,FEAT_008,Export,1047,140,75.4,4.9,74.1,Pro
2025-02-02,FEAT_008,Export,830,45,86.2,3.1,89.6,Enterprise
2025-02-02,FEAT_008,Export,615,51,92.6,4.7,68.4,Trial
2025-02-02,FEAT_009,Integration,1092,63,83.7,3.6,78.5,Free
2025-02-02,FEAT_009,Integration,1669,249,88.2,4.1,64.6,Pro
2025-02-02,FEAT_009,Integration,152,19,86.6,4.9,81.7,Enterprise
2025-02-02,FEAT_009,Integration,296,36,78.8,3.6,72.9,Trial
2025-02-02,FEAT_010,Search,1158,111,93.3,3.0,68.5,Free
2025-02-02,FEAT_010,Search,1347,84,88.5,4.8,80.5,Pro
2025-02-02,FEAT_010,Search,769,86,84.3,3.4,80.7,Enterprise
2025-02-02,FEAT_010,Search,78,8,73.0,3.8,64.0,Trial
2025-03-02,FEAT_001,Dashboard,3388,432,80.2,3.7,66.1,Free
2025-03-02,FEAT_001,Dashboard,612,73,92.9,3.5,83.3,Pro
2025-03-02,FEAT_001,Dashboard,244,30,90.0,3.3,82.1,Enterprise
2025-03-02,FEAT_001,Dashboard,566,66,90.1,4.6,62.9,Trial
2025-03-02,FEAT_002,Analytics,508,48,87.1,5.0,89.6,Free
2025-03-02,FEAT_002,Analytics,1301,190,81.7,3.1,81.0,Pro
2025-03-02,FEAT_002,Analytics,947,79,72.4,4.1,82.1,Enterprise
2025-03-02,FEAT_002,Analytics,660,42,82.4,3.4,73.0,Trial
2025-03-02,FEAT_003,Reporting,2765,327,89.9,3.5,63.6,Free
2025-03-02,FEAT_003,Reporting,1767,243,76.2,4.6,80.9,Pro
2025-03-02,FEAT_003,Reporting,689,93,80.1,4.4,60.1,Enterprise
2025-03-02,FEAT_003,Reporting,64,4,72.6,4.1,65.4,Trial
2025-03-02,FEAT_004,API Access,1805,136,81.2,4.4,89.2,Free
2025-03-02,FEAT_004,API Access,410,44,74.2,3.7,79.3,Pro
2025-03-02,FEAT_004,API Access,761,40,81.5,3.6,81.8,Enterprise
2025-03-02,FEAT_004,API Access,324,20,93.8,3.8,80.6,Trial
2025-03-02,FEAT_005,Mobile App,1365,85,79.2,3.9,73.9,Free
2025-03-02,FEAT_005,Mobile App,185,10,84.7,4.1,65.0,Pro
2025-03-02,FEAT_005,Mobile App,668,55,92.0,3.9,67.7,Enterprise
2025-03-02,FEAT_005,Mobile App,663,84,90.2,3.8,63.1,Trial
2025-03-02,FEAT_006,Notifications,1030,59,73.0,3.9,64.8,Free
2025-03-02,FEAT_006,Notifications,358,38,83.7,4.1,61.2,Pro
2025-03-02,FEAT_006,Notifications,143,9,86.6,4.6,86.3,Enterprise
2025-03-02,FEAT_006,Notifications,283,26,70.1,3.6,66.0,Trial
2025-03-02,FEAT_007,Collaboration,1130,147,73.0,5.0,72.5,Free
2025-03-02,FEAT_007,Collaboration,409,29,72.9,4.5,74.0,Pro
2025-03-02,FEAT_007,Collaboration,464,45,84.5,4.8,66.3,Enterprise
2025-03-02,FEAT_007,Collaboration,464,49,82.7,4.1,80.9,Trial
2025-03-02,FEAT_008,Export,2502,152,72.4,3.6,88.6,Free
2025-03-02,FEAT_008,Export,1151,77,82.2,3.7,77.0,Pro
2025-03-02,FEAT_008,Export,673,53,71.8,3.8,83.2,Enterprise
2025-03-02,FEAT_008,Export,528,32,80.5,3.9,65.4,Trial
2025-03-02,FEAT_009,Integration,307,29,88.3,4.7,77.0,Free
2025-03-02,FEAT_009,Integration,511,60,84.7,5.0,75.2,Pro
2025-03-02,FEAT_009,Integration,339,40,80.6,4.4,70.5,Enterprise
2025-03-02,FEAT_009,Integration,398,41,82.9,4.3,89.8,Trial
2025-03-02,FEAT_010,Search,552,50,72.5,3.1,74.3,Free
2025-03-02,FEAT_010,Search,1818,157,83.9,3.1,77.4,Pro
2025-03-02,FEAT_010,Search,277,30,73.5,3.5,74.3,Enterprise
2025-03-02,FEAT_010,Search,533,67,70.7,4.5,85.5,Trial
2025-04-02,FEAT_001,Dashboard,2894,303,73.6,4.3,74.9,Free
2025-04-02,FEAT_001,Dashboard,1426,101,91.4,3.0,60.9,Pro
2025-04-02,FEAT_001,Dashboard,269,39,87.2,3.2,76.2,Enterprise
2025-04-02,FEAT_001,Dashboard,577,74,84.1,5.0,66.2,Trial
2025-04-02,FEAT_002,Analytics,784,115,94.0,3.4,62.2,Free
2025-04-02,FEAT_002,Analytics,1392,204,85.0,3.3,76.4,Pro
2025-04-02,FEAT_002,Analytics,113,7,76.1,4.6,67.4,Enterprise
2025-04-02,FEAT_002,Analytics,64,8,82.3,4.4,66.4,Trial
2025-04-02,FEAT_003,Reporting,2541,381,85.3,4.6,83.9,Free
2025-04-02,FEAT_003,Reporting,519,29,76.3,4.5,68.0,Pro
2025-04-02,FEAT_003,Reporting,261,34,80.5,3.8,86.0,Enterprise
2025-04-02,FEAT_003,Reporting,273,22,77.1,4.6,64.2,Trial
2025-04-02,FEAT_004,API Access,980,68,91.2,3.3,83.0,Free
2025-04-02,FEAT_004,API Access,741,94,93.0,4.6,77.9,Pro
2025-04-02,FEAT_004,API Access,408,55,89.2,3.9,88.8,Enterprise
2025-04-02,FEAT_004,API Access,343,36,85.8,3.2,79.9,Trial
2025-04-02,FEAT_005,Mobile App,2397,249,91.9,4.5,81.0,Free
2025-04-02,FEAT_005,Mobile App,1339,190,71.1,4.7,71.2,Pro
2025-04-02,FEAT_005,Mobile App,600,64,70.5,3.5,70.0,Enterprise
2025-04-02,FEAT_005,Mobile App,252,36,83.7,3.5,82.2,Trial
2025-04-02,FEAT_006,Notifications,3342,451,93.2,4.2,86.5,Free
2025-04-02,FEAT_006,Notifications,1530,103,79.6,3.9,65.7,Pro
2025-04-02,FEAT_006,Notifications,752,53,91.1,4.1,86.7,Enterprise
2025-04-02,FEAT_006,Notifications,437,25,88.8,3.6,72.6,Trial
2025-04-02,FEAT_007,Collaboration,2434,217,70.7,3.6,73.9,Free
2025-04-02,FEAT_007,Collaboration,243,13,92.6,3.0,64.3,Pro
2025-04-02,FEAT_007,Collaboration,1006,132,94.1,4.7,61.5,Enterprise
2025-04-02,FEAT_007,Collaboration,233,12,93.1,4.6,80.6,Trial
2025-04-02,FEAT_008,Export,1358,162,87.2,3.5,67.3,Free
2025-04-02,FEAT_008,Export,1019,125,86.3,3.2,89.2,Pro
2025-04-02,FEAT_008,Export,397,55,79.7,4.0,66.7,Enterprise
2025-04-02,FEAT_008,Export,164,14,78.8,3.3,65.5,Trial
2025-04-02,FEAT_009,Integration,3319,374,87.2,4.3,77.2,Free
2025-04-02,FEAT_009,Integration,2004,127,73.0,3.5,86.4,Pro
2025-04-02,FEAT_009,Integration,801,105,88.4,3.7,86.9,Enterprise
2025-04-02,FEAT_009,Integration,376,35,80.4,3.1,67.0,Trial
2025-04-02,FEAT_010,Search,2201,199,90.3,4.4,66.3,Free
2025-04-02,FEAT_010,Search,1315,178,75.0,3.8,65.1,Pro
2025-04-02,FEAT_010,Search,605,54,71.9,4.6,75.5,Enterprise
2025-04-02,FEAT_010,Search,509,39,86.2,4.2,82.7,Trial
2025-05-02,FEAT_001,Dashboard,1157,166,74.1,4.2,68.6,Free
2025-05-02,FEAT_001,Dashboard,545,50,93.1,4.9,69.3,Pro
2025-05-02,FEAT_001,Dashboard,230,20,85.0,4.0,77.3,Enterprise
2025-05-02,FEAT_001,Dashboard,253,34,92.7,3.7,76.3,Trial
2025-05-02,FEAT_002,Analytics,2266,120,87.3,3.3,72.2,Free
2025-05-02,FEAT_002,Analytics,808,73,82.7,4.1,84.5,Pro
2025-05-02,FEAT_002,Analytics,268,24,70.7,4.0,63.6,Enterprise
2025-05-02,FEAT_002,Analytics,436,49,78.2,4.1,68.8,Trial
2025-05-02,FEAT_003,Reporting,3225,464,75.2,3.2,81.2,Free
2025-05-02,FEAT_003,Reporting,410,22,87.8,4.9,81.1,Pro
2025-05-02,FEAT_003,Reporting,900,114,86.6,4.3,88.7,Enterprise
2025-05-02,FEAT_003,Reporting,568,57,94.6,3.4,65.9,Trial
2025-05-02,FEAT_004,API Access,1906,279,87.1,3.0,81.6,Free
2025-05-02,FEAT_004,API Access,2009,149,90.8,4.7,77.5,Pro
2025-05-02,FEAT_004,API Access,244,34,88.6,3.6,73.1,Enterprise
2025-05-02,FEAT_004,API Access,452,35,88.8,3.6,79.2,Trial
2025-05-02,FEAT_005,Mobile App,3108,301,76.3,3.4,68.1,Free
2025-05-02,FEAT_005,Mobile App,1793,185,83.5,4.0,69.1,Pro
2025-05-02,FEAT_005,Mobile App,196,22,83.0,4.8,71.0,Enterprise
2025-05-02,FEAT_005,Mobile App,650,33,78.3,4.3,66.7,Trial
2025-05-02,FEAT_006,Notifications,3360,288,84.1,3.7,68.7,Free
2025-05-02,FEAT_006,Notifications,1512,225,74.4,3.3,86.9,Pro
2025-05-02,FEAT_006,Notifications,792,79,83.6,3.4,84.9,Enterprise
2025-05-02,FEAT_006,Notifications,275,40,80.6,3.4,63.4,Trial
2025-05-02,FEAT_007,Collaboration,747,75,71.0,4.2,86.5,Free
2025-05-02,FEAT_007,Collaboration,2000,121,89.0,4.6,77.6,Pro
2025-05-02,FEAT_007,Collaboration,935,133,75.0,4.7,75.5,Enterprise
2025-05-02,FEAT_007,Collaboration,183,10,94.5,3.8,61.6,Trial
2025-05-02,FEAT_008,Export,3144,353,75.1,3.3,79.2,Free
2025-05-02,FEAT_008,Export,338,31,89.2,4.4,67.0,Pro
2025-05-02,FEAT_008,Export,344,42,81.4,4.2,81.0,Enterprise
2025-05-02,FEAT_008,Export,358,21,70.1,3.9,83.5,Trial
2025-05-02,FEAT_009,Integration,3042,218,74.5,3.5,75.4,Free
2025-05-02,FEAT_009,Integration,1071,157,80.2,3.7,87.4,Pro
2025-05-02,FEAT_009,Integration,587,83,80.9,4.9,63.1,Enterprise
2025-05-02,FEAT_009,Integration,621,39,74.5,4.3,71.0,Trial
2025-05-02,FEAT_010,Search,1119,154,79.9,4.3,65.9,Free
2025-05-02,FEAT_010,Search,689,94,77.1,3.9,81.3,Pro
2025-05-02,FEAT_010,Search,754,111,87.4,4.9,89.7,Enterprise
2025-05-02,FEAT_010,Search,36,3,92.1,3.8,85.8,Trial
2025-06-02,FEAT_001,Dashboard,3115,393,77.9,4.7,89.0,Free
2025-06-02,FEAT_001,Dashboard,417,28,93.4,4.4,66.3,Pro
2025-06-02,FEAT_001,Dashboard,431,49,81.7,3.6,63.6,Enterprise
2025-06-02,FEAT_001,Dashboard,586,84,72.0,3.2,83.9,Trial
2025-06-02,FEAT_002,Analytics,2654,246,83.2,5.0,88.7,Free
2025-06-02,FEAT_002,Analytics,672,48,72.9,3.2,84.5,Pro
2025-06-02,FEAT_002,Analytics,472,41,76.5,4.2,71.2,Enterprise
2025-06-02,FEAT_002,Analytics,579,55,71.1,3.0,77.6,Trial
2025-06-02,FEAT_003,Reporting,3466,426,87.7,4.3,65.7,Free
2025-06-02,FEAT_003,Reporting,2073,268,76.5,3.8,79.6,Pro
2025-06-02,FEAT_003,Reporting,1097,99,83.2,4.7,60.7,Enterprise
2025-06-02,FEAT_003,Reporting,389,40,86.6,4.3,82.2,Trial
2025-06-02,FEAT_004,API Access,185,23,76.5,4.6,82.3,Free
2025-06-02,FEAT_004,API Access,946,85,88.5,4.5,63.3,Pro
2025-06-02,FEAT_004,API Access,169,22,79.5,4.2,72.2,Enterprise
2025-06-02,FEAT_004,API Access,593,31,88.9,3.4,63.7,Trial
2025-06-02,FEAT_005,Mobile App,2336,230,82.2,4.6,70.8,Free
2025-06-02,FEAT_005,Mobile App,902,78,81.3,4.2,64.2,Pro
2025-06-02,FEAT_005,Mobile App,805,46,72.1,3.2,86.5,Enterprise
2025-06-02,FEAT_005,Mobile App,730,70,75.0,4.8,79.8,Trial
2025-06-02,FEAT_006,Notifications,444,34,74.4,4.8,80.6,Free
2025-06-02,FEAT_006,Notifications,2050,275,86.3,3.7,85.0,Pro
2025-06-02,FEAT_006,Notifications,801,69,91.8,4.0,90.0,Enterprise
2025-06-02,FEAT_006,Notifications,56,6,86.4,3.5,69.0,Trial
2025-06-02,FEAT_007,Collaboration,3250,359,90.7,5.0,88.5,Free
2025-06-02,FEAT_007,Collaboration,115,13,86.0,4.2,77.1,Pro
2025-06-02,FEAT_007,Collaboration,437,31,71.1,3.6,64.7,Enterprise
2025-06-02,FEAT_007,Collaboration,549,59,92.8,4.0,68.5,Trial
2025-06-02,FEAT_008,Export,442,31,83.1,4.9,63.7,Free
2025-06-02,FEAT_008,Export,2197,245,77.0,3.8,78.6,Pro
2025-06-02,FEAT_008,Export,169,13,85.5,4.3,81.2,Enterprise
2025-06-02,FEAT_008,Export,398,33,80.5,4.5,61.0,Trial
2025-06-02,FEAT_009,Integration,3479,395,87.3,3.5,80.7,Free
2025-06-02,FEAT_009,Integration,2060,228,83.5,4.9,66.9,Pro
2025-06-02,FEAT_009,Integration,883,53,85.2,4.1,64.5,Enterprise
2025-06-02,FEAT_009,Integration,577,42,88.5,3.3,75.8,Trial
2025-06-02,FEAT_010,Search,1424,145,70.8,4.9,73.9,Free
2025-06-02,FEAT_010,Search,1204,128,91.4,3.3,63.2,Pro
2025-06-02,FEAT_010,Search,393,38,94.4,3.9,76.3,Enterprise
2025-06-02,FEAT_010,Search,242,19,82.8,4.7,66.1,Trial
2025-07-02,FEAT_001,Dashboard,1001,92,87.0,4.8,77.6,Free
2025-07-02,FEAT_001,Dashboard,2073,268,74.7,4.5,77.6,Pro
2025-07-02,FEAT_001,Dashboard,355,20,89.1,4.6,64.7,Enterprise
2025-07-02,FEAT_001,Dashboard,549,80,79.1,4.9,88.4,Trial
2025-07-02,FEAT_002,Analytics,2080,247,70.2,4.5,86.1,Free
2025-07-02,FEAT_002,Analytics,1040,149,93.0,4.4,64.2,Pro
2025-07-02,FEAT_002,Analytics,780,112,92.9,3.1,62.9,Enterprise
2025-07-02,FEAT_002,Analytics,400,27,70.8,3.6,87.9,Trial
2025-07-02,FEAT_003,Reporting,216,28,77.4,4.8,85.5,Free
2025-07-02,FEAT_003,Reporting,1439,146,94.5,3.7,71.6,Pro
2025-07-02,FEAT_003,Reporting,528,74,84.3,4.1,79.6,Enterprise
2025-07-02,FEAT_003,Reporting,326,22,90.0,3.5,72.5,Trial
2025-07-02,FEAT_004,API Access,1829,221,82.6,5.0,85.1,Free
2025-07-02,FEAT_004,API Access,629,36,93.7,3.2,87.4,Pro
2025-07-02,FEAT_004,API Access,296,34,81.0,4.6,74.6,Enterprise
2025-07-02,FEAT_004,API Access,323,31,78.5,3.9,79.1,Trial
2025-07-02,FEAT_005,Mobile App,1886,136,88.6,4.2,67.6,Free
2025-07-02,FEAT_005,Mobile App,1764,134,74.4,4.5,76.2,Pro
2025-07-02,FEAT_005,Mobile App,162,9,72.8,4.0,79.2,Enterprise
2025-07-02,FEAT_005,Mobile App,323,25,92.6,4.2,84.5,Trial
2025-07-02,FEAT_006,Notifications,1620,129,93.5,4.3,86.8,Free
2025-07-02,FEAT_006,Notifications,381,50,85.2,3.2,78.4,Pro
2025-07-02,FEAT_006,Notifications,711,94,71.2,4.9,86.4,Enterprise
2025-07-02,FEAT_006,Notifications,498,51,90.4,4.6,77.5,Trial
2025-07-02,FEAT_007,Collaboration,3290,238,72.0,4.4,70.9,Free
2025-07-02,FEAT_007,Collaboration,1033,113,89.9,5.0,65.4,Pro
2025-07-02,FEAT_007,Collaboration,1094,155,92.0,3.4,77.7,Enterprise
2025-07-02,FEAT_007,Collaboration,374,53,93.6,4.5,79.5,Trial
2025-07-02,FEAT_008,Export,3262,350,85.6,3.6,65.9,Free
2025-07-02,FEAT_008,Export,613,77,86.4,3.7,86.2,Pro
2025-07-02,FEAT_008,Export,963,99,86.1,3.7,86.9,Enterprise
2025-07-02,FEAT_008,Export,214,15,80.0,3.1,60.7,Trial
2025-07-02,FEAT_009,Integration,689,97,75.0,3.2,78.8,Free
2025-07-02,FEAT_009,Integration,536,29,82.1,3.1,67.8,Pro
2025-07-02,FEAT_009,Integration,433,30,91.7,4.6,61.2,Enterprise
2025-07-02,FEAT_009,Integration,592,63,81.1,4.0,64.2,Trial
2025-07-02,FEAT_010,Search,1449,115,88.1,4.2,81.6,Free
2025-07-02,FEAT_010,Search,2010,296,93.2,3.4,65.0,Pro
2025-07-02,FEAT_010,Search,546,39,84.3,4.5,85.6,Enterprise
2025-07-02,FEAT_010,Search,141,15,71.2,3.6,87.5,Trial
2025-08-02,FEAT_001,Dashboard,1719,221,83.2,4.1,72.6,Free
2025-08-02,FEAT_001,Dashboard,2279,325,90.1,4.3,67.5,Pro
2025-08-02,FEAT_001,Dashboard,907,109,92.1,4.8,65.7,Enterprise
2025-08-02,FEAT_001,Dashboard,317,39,85.1,3.6,80.7,Trial
2025-08-02,FEAT_002,Analytics,3182,405,81.5,3.5,80.2,Free
2025-08-02,FEAT_002,Analytics,1243,131,74.4,4.7,82.5,Pro
2025-08-02,FEAT_002,Analytics,1085,63,92.8,4.7,85.5,Enterprise
2025-08-02,FEAT_002,Analytics,74,10,92.6,4.4,76.7,Trial
2025-08-02,FEAT_003,Reporting,497,48,90.3,3.5,84.7,Free
2025-08-02,FEAT_003,Reporting,1908,129,70.6,3.8,71.6,Pro
2025-08-02,FEAT_003,Reporting,939,47,85.5,4.3,66.1,Enterprise
2025-08-02,FEAT_003,Reporting,685,76,85.4,4.3,72.8,Trial
2025-08-02,FEAT_004,API Access,462,46,90.1,4.6,74.5,Free
2025-08-02,FEAT_004,API Access,1977,290,72.2,3.1,82.9,Pro
2025-08-02,FEAT_004,API Access,1093,159,88.6,4.5,70.2,Enterprise
2025-08-02,FEAT_004,API Access,478,35,87.3,4.8,63.7,Trial
2025-08-02,FEAT_005,Mobile App,1858,211,87.6,3.2,66.4,Free
2025-08-02,FEAT_005,Mobile App,741,102,73.9,4.9,66.9,Pro
2025-08-02,FEAT_005,Mobile App,621,72,89.9,4.6,71.4,Enterprise
2025-08-02,FEAT_005,Mobile App,239,17,92.0,3.5,77.1,Trial
2025-08-02,FEAT_006,Notifications,688,94,70.4,4.8,85.0,Free
2025-08-02,FEAT_006,Notifications,258,31,86.2,4.9,74.8,Pro
2025-08-02,FEAT_006,Notifications,1015,139,92.7,4.7,86.1,Enterprise
2025-08-02,FEAT_006,Notifications,382,37,94.2,4.7,83.0,Trial
2025-08-02,FEAT_007,Collaboration,2332,199,70.0,4.4,73.1,Free
2025-08-02,FEAT_007,Collaboration,863,125,71.0,3.9,72.6,Pro
2025-08-02,FEAT_007,Collaboration,393,52,83.9,3.5,65.4,Enterprise
2025-08-02,FEAT_007,Collaboration,659,74,80.4,3.6,70.0,Trial
2025-08-02,FEAT_008,Export,2542,372,74.7,3.3,84.4,Free
2025-08-02,FEAT_008,Export,923,60,73.3,3.7,83.1,Pro
2025-08-02,FEAT_008,Export,961,67,92.4,3.9,81.8,Enterprise
2025-08-02,FEAT_008,Export,494,70,83.1,4.3,73.0,Trial
2025-08-02,FEAT_009,Integration,1866,223,79.0,3.6,78.4,Free
2025-08-02,FEAT_009,Integration,1732,232,94.1,3.9,84.0,Pro
2025-08-02,FEAT_009,Integration,967,96,92.7,3.0,61.3,Enterprise
2025-08-02,FEAT_009,Integration,221,18,88.4,4.7,77.0,Trial
2025-08-02,FEAT_010,Search,725,83,80.5,3.0,76.0,Free
2025-08-02,FEAT_010,Search,160,18,73.9,3.8,71.9,Pro
2025-08-02,FEAT_010,Search,980,117,74.0,3.6,81.2,Enterprise
2025-08-02,FEAT_010,Search,383,33,81.7,4.6,67.0,Trial
2025-09-02,FEAT_001,Dashboard,3930,558,78.4,5.0,83.2,Free
2025-09-02,FEAT_001,Dashboard,1922,99,76.5,3.5,71.4,Pro
2025-09-02,FEAT_001,Dashboard,751,80,85.2,4.0,80.1,Enterprise
2025-09-02,FEAT_001,Dashboard,471,68,75.9,4.3,64.4,Trial
2025-09-02,FEAT_002,Analytics,2100,213,90.9,4.0,70.1,Free
2025-09-02,FEAT_002,Analytics,806,77,83.7,3.1,79.5,Pro
2025-09-02,FEAT_002,Analytics,531,55,76.3,3.5,68.2,Enterprise
2025-09-02,FEAT_002,Analytics,332,18,77.8,3.9,84.7,Trial
2025-09-02,FEAT_003,Reporting,3766,495,86.8,4.1,63.9,Free
2025-09-02,FEAT_003,Reporting,855,70,73.1,3.5,86.5,Pro
2025-09-02,FEAT_003,Reporting,860,45,85.3,3.7,60.3,Enterprise
2025-09-02,FEAT_003,Reporting,605,38,80.5,3.9,75.1,Trial
2025-09-02,FEAT_004,API Access,3520,257,94.0,3.3,87.9,Free
2025-09-02,FEAT_004,API Access,356,48,90.3,4.6,69.7,Pro
2025-09-02,FEAT_004,API Access,1164,136,72.9,3.3,62.6,Enterprise
2025-09-02,FEAT_004,API Access,578,57,81.4,3.7,75.6,Trial
2025-09-02,FEAT_005,Mobile App,2050,179,78.7,4.1,79.2,Free
2025-09-02,FEAT_005,Mobile App,260,24,89.2,3.1,70.5,Pro
2025-09-02,FEAT_005,Mobile App,1044,126,74.3,4.9,64.6,Enterprise
2025-09-02,FEAT_005,Mobile App,563,80,74.6,4.7,87.7,Trial
2025-09-02,FEAT_006,Notifications,3668,353,79.8,3.1,64.4,Free
2025-09-02,FEAT_006,Notifications,828,120,84.2,3.5,67.2,Pro
2025-09-02,FEAT_006,Notifications,693,55,77.8,3.6,70.1,Enterprise
2025-09-02,FEAT_006,Notifications,368,24,74.1,4.9,61.3,Trial
2025-09-02,FEAT_007,Collaboration,1444,212,74.9,4.0,74.2,Free
2025-09-02,FEAT_007,Collaboration,1060,80,80.0,4.3,75.3,Pro
2025-09-02,FEAT_007,Collaboration,171,21,78.3,3.3,89.8,Enterprise
2025-09-02,FEAT_007,Collaboration,747,102,77.2,4.1,71.5,Trial
2025-09-02,FEAT_008,Export,1806,248,74.8,4.1,63.2,Free
2025-09-02,FEAT_008,Export,318,32,82.1,3.3,85.2,Pro
2025-09-02,FEAT_008,Export,700,67,91.1,4.6,63.0,Enterprise
2025-09-02,FEAT_008,Export,280,17,86.7,3.7,73.7,Trial
2025-09-02,FEAT_009,Integration,1770,207,93.9,5.0,88.2,Free
2025-09-02,FEAT_009,Integration,362,34,76.6,4.9,62.6,Pro
2025-09-02,FEAT_009,Integration,695,70,85.0,3.9,74.4,Enterprise
2025-09-02,FEAT_009,Integration,423,45,87.1,4.9,60.5,Trial
2025-09-02,FEAT_010,Search,1970,100,89.8,4.4,78.0,Free
2025-09-02,FEAT_010,Search,970,68,70.5,4.1,68.5,Pro
2025-09-02,FEAT_010,Search,780,59,77.4,4.5,76.0,Enterprise
2025-09-02,FEAT_010,Search,333,42,90.6,3.4,71.3,Trial
2025-10-02,FEAT_001,Dashboard,1068,118,89.9,4.3,73.5,Free
2025-10-02,FEAT_001,Dashboard,1690,110,70.2,3.2,82.6,Pro
2025-10-02,FEAT_001,Dashboard,359,23,92.2,4.8,63.5,Enterprise
2025-10-02,FEAT_001,Dashboard,59,8,92.2,3.7,62.6,Trial
2025-10-02,FEAT_002,Analytics,3433,296,86.7,4.7,72.1,Free
2025-10-02,FEAT_002,Analytics,1514,208,89.3,3.8,75.0,Pro
2025-10-02,FEAT_002,Analytics,1188,80,82.1,4.5,76.1,Enterprise
2025-10-02,FEAT_002,Analytics,729,95,87.3,4.5,75.8,Trial
2025-10-02,FEAT_003,Reporting,547,64,72.0,4.3,77.6,Free
2025-10-02,FEAT_003,Reporting,474,31,92.7,3.6,88.0,Pro
2025-10-02,FEAT_003,Reporting,569,51,72.1,3.8,73.3,Enterprise
2025-10-02,FEAT_003,Reporting,50,3,86.4,3.6,80.8,Trial
2025-10-02,FEAT_004,API Access,2431,172,92.2,3.5,81.8,Free
2025-10-02,FEAT_004,API Access,2435,249,80.3,3.4,64.3,Pro
2025-10-02,FEAT_004,API Access,1162,87,83.2,4.3,63.1,Enterprise
2025-10-02,FEAT_004,API Access,455,51,84.7,4.7,86.3,Trial
2025-10-02,FEAT_005,Mobile App,1797,230,91.7,3.6,68.1,Free
2025-10-02,FEAT_005,Mobile App,1867,99,94.4,3.1,64.8,Pro
2025-10-02,FEAT_005,Mobile App,151,8,71.2,4.7,66.9,Enterprise
2025-10-02,FEAT_005,Mobile App,254,29,70.4,3.6,83.0,Trial
2025-10-02,FEAT_006,Notifications,371,25,82.1,4.1,61.2,Free
2025-10-02,FEAT_006,Notifications,344,41,86.0,4.1,81.6,Pro
2025-10-02,FEAT_006,Notifications,1176,151,77.7,3.5,72.7,Enterprise
2025-10-02,FEAT_006,Notifications,580,76,76.9,4.0,63.2,Trial
2025-10-02,FEAT_007,Collaboration,647,43,82.5,4.5,84.2,Free
2025-10-02,FEAT_007,Collaboration,1484,99,83.6,3.5,64.5,Pro
2025-10-02,FEAT_007,Collaboration,767,113,83.1,3.2,68.9,Enterprise
2025-10-02,FEAT_007,Collaboration,268,38,94.8,4.9,65.4,Trial
